Model,MDO4014B-3
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.2
Horizontal Delay,0.8
Sample Interval,2e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,0
,
,
,
Label,
TIME,CH1
7.720000e-03,0.02
7.740000e-03,0.04
7.760000e-03,0.04
7.780000e-03,-0.04
7.800000e-03,-0.18
7.820000e-03,-0.16
7.840000e-03,-0.08
7.860000e-03,0
7.880000e-03,0.22
7.900000e-03,0.14
7.920000e-03,0
7.940000e-03,-0.18
7.960000e-03,-0.22
7.980000e-03,-0.12
8.000000e-03,0.1
8.020000e-03,0.24
8.040000e-03,0.24
8.060000e-03,0.06
8.080000e-03,-0.1
8.100000e-03,-0.22
8.120000e-03,-0.14
8.140000e-03,0
8.160000e-03,0.12
8.180000e-03,0.1
8.200000e-03,0.06
8.220000e-03,-0.14
8.240000e-03,-0.26
8.260000e-03,-0.12
8.280000e-03,-0.08
8.300000e-03,0.08
8.320000e-03,0.04
8.340000e-03,0
8.360000e-03,-0.1
8.380000e-03,-0.04
8.400000e-03,-0.04
8.420000e-03,0
8.440000e-03,0.02
8.460000e-03,-0.04
8.480000e-03,-0.08
8.500000e-03,-0.06
8.520000e-03,0.02
8.540000e-03,0.06
8.560000e-03,0.08
8.580000e-03,-0.06
8.600000e-03,-0.14
8.620000e-03,-0.1
8.640000e-03,0
8.660000e-03,0.06
8.680000e-03,0.12
8.700000e-03,-0.02
8.720000e-03,-0.1
8.740000e-03,-0.1
8.760000e-03,-0.04
8.780000e-03,0.04
8.800000e-03,0.06
8.820000e-03,-0.06
8.840000e-03,-0.14
8.860000e-03,-0.12
8.880000e-03,-0.14
8.900000e-03,-0.08
8.920000e-03,-0.04
8.940000e-03,-0.04
8.960000e-03,-0.02
8.980000e-03,-0.12
9.000000e-03,-0.1
9.020000e-03,-0.1
9.040000e-03,0.06
9.060000e-03,0.2
9.080000e-03,0.26
9.100000e-03,0.18
9.120000e-03,-0.02
9.140000e-03,-0.1
9.160000e-03,-0.02
9.180000e-03,0
9.200000e-03,0.12
9.220000e-03,0.16
9.240000e-03,0.04
9.260000e-03,-0.1
9.280000e-03,-0.2
9.300000e-03,-0.1
9.320000e-03,0
9.340000e-03,0.08
9.360000e-03,-0.02
9.380000e-03,-0.18
9.400000e-03,-0.14
9.420000e-03,-0.02
9.440000e-03,0.12
9.460000e-03,0.14
9.480000e-03,0.06
9.500000e-03,-0.06
9.520000e-03,-0.1
9.540000e-03,0.02
9.560000e-03,0.14
9.580000e-03,0.14
9.600000e-03,0.14
9.620000e-03,0.02
9.640000e-03,-0.12
9.660000e-03,-0.12
9.680000e-03,-0.02
9.700000e-03,0.1
9.720000e-03,0.08
9.740000e-03,0.06
9.760000e-03,0.04
9.780000e-03,0.02
9.800000e-03,-0.02
9.820000e-03,0
9.840000e-03,0
9.860000e-03,-0.02
9.880000e-03,0
9.900000e-03,0
9.920000e-03,-0.02
9.940000e-03,0.04
9.960000e-03,0.04
9.980000e-03,-0.04
1.000000e-02,-0.12
1.002000e-02,-0.14
1.004000e-02,-0.02
1.006000e-02,0.04
1.008000e-02,0.1
1.010000e-02,0.04
1.012000e-02,-0.18
1.014000e-02,-0.26
1.016000e-02,-0.2
1.018000e-02,-0.04
1.020000e-02,0.14
1.022000e-02,0.14
1.024000e-02,-0.02
1.026000e-02,-0.16
1.028000e-02,-0.14
1.030000e-02,0
1.032000e-02,0.04
1.034000e-02,0.12
1.036000e-02,0.1
1.038000e-02,0.06
1.040000e-02,-0.02
1.042000e-02,-0.02
1.044000e-02,-0.02
1.046000e-02,0
1.048000e-02,-0.02
1.050000e-02,-0.02
1.052000e-02,-0.04
1.054000e-02,-0.02
1.056000e-02,0.1
1.058000e-02,0.12
1.060000e-02,-0.02
1.062000e-02,-0.12
1.064000e-02,-0.2
1.066000e-02,-0.12
1.068000e-02,0.02
1.070000e-02,0.32
1.072000e-02,0.26
1.074000e-02,0.08
1.076000e-02,-0.12
1.078000e-02,-0.26
1.080000e-02,-0.14
1.082000e-02,0.06
1.084000e-02,0.24
1.086000e-02,0.24
1.088000e-02,0.02
1.090000e-02,-0.04
1.092000e-02,-0.1
1.094000e-02,0.02
1.096000e-02,0.1
1.098000e-02,0.08
1.100000e-02,0.02
1.102000e-02,0
1.104000e-02,0.14
1.106000e-02,0.08
1.108000e-02,-0.02
1.110000e-02,-0.12
1.112000e-02,-0.14
1.114000e-02,0.02
1.116000e-02,0.14
1.118000e-02,0.16
1.120000e-02,0
1.122000e-02,-0.12
1.124000e-02,-0.14
1.126000e-02,-0.02
1.128000e-02,0.04
1.130000e-02,0.04
1.132000e-02,-0.04
1.134000e-02,-0.08
1.136000e-02,0.02
1.138000e-02,0.1
1.140000e-02,0.16
1.142000e-02,0.06
1.144000e-02,-0.04
1.146000e-02,-0.08
1.148000e-02,-0.02
1.150000e-02,0.04
1.152000e-02,0.1
1.154000e-02,0.14
1.156000e-02,0.06
1.158000e-02,-0.04
1.160000e-02,-0.12
1.162000e-02,-0.1
1.164000e-02,0.02
1.166000e-02,0.18
1.168000e-02,0.14
1.170000e-02,0.02
1.172000e-02,-0.1
1.174000e-02,-0.12
1.176000e-02,-0.04
1.178000e-02,-0.08
1.180000e-02,-0.02
1.182000e-02,0.02
1.184000e-02,0.06
1.186000e-02,0.02
1.188000e-02,0.06
1.190000e-02,0.08
1.192000e-02,-0.02
1.194000e-02,-0.1
1.196000e-02,-0.06
1.198000e-02,0.12
1.200000e-02,0.26
1.202000e-02,0.3
1.204000e-02,0.06
1.206000e-02,-0.24
1.208000e-02,-0.38
1.210000e-02,-0.18
1.212000e-02,0.2
1.214000e-02,0.52
1.216000e-02,0.4
1.218000e-02,0.08
1.220000e-02,-0.18
1.222000e-02,-0.28
1.224000e-02,-0.08
1.226000e-02,0.2
1.228000e-02,0.28
1.230000e-02,0.26
1.232000e-02,-0.02
1.234000e-02,-0.18
1.236000e-02,-0.18
1.238000e-02,-0.04
1.240000e-02,0.14
1.242000e-02,0.14
1.244000e-02,0.14
1.246000e-02,-0.02
1.248000e-02,-0.14
1.250000e-02,-0.22
1.252000e-02,-0.08
1.254000e-02,0.02
1.256000e-02,0.12
1.258000e-02,0.14
1.260000e-02,0.08
1.262000e-02,0
1.264000e-02,0.04
1.266000e-02,0.1
1.268000e-02,0.16
1.270000e-02,0.06
1.272000e-02,-0.08
1.274000e-02,-0.1
1.276000e-02,-0.02
1.278000e-02,0.12
1.280000e-02,0.14
1.282000e-02,-0.02
1.284000e-02,-0.22
1.286000e-02,-0.3
1.288000e-02,-0.1
1.290000e-02,0.2
1.292000e-02,0.34
1.294000e-02,0.26
1.296000e-02,0.02
1.298000e-02,-0.18
1.300000e-02,-0.3
1.302000e-02,-0.12
1.304000e-02,0.22
1.306000e-02,0.36
1.308000e-02,0.28
1.310000e-02,-0.04
1.312000e-02,-0.34
1.314000e-02,-0.3
1.316000e-02,-0.02
1.318000e-02,0.28
1.320000e-02,0.36
1.322000e-02,0.14
1.324000e-02,-0.12
1.326000e-02,-0.24
1.328000e-02,-0.16
1.330000e-02,0.14
1.332000e-02,0.4
1.334000e-02,0.36
1.336000e-02,-0.02
1.338000e-02,-0.36
1.340000e-02,-0.32
1.342000e-02,0
1.344000e-02,0.36
1.346000e-02,0.38
1.348000e-02,0.06
1.350000e-02,-0.3
1.352000e-02,-0.4
1.354000e-02,-0.18
1.356000e-02,0.22
1.358000e-02,0.32
1.360000e-02,0.2
1.362000e-02,-0.06
1.364000e-02,-0.26
1.366000e-02,-0.18
1.368000e-02,0.06
1.370000e-02,0.38
1.372000e-02,0.26
1.374000e-02,-0.02
1.376000e-02,-0.28
1.378000e-02,-0.34
1.380000e-02,-0.04
1.382000e-02,0.3
1.384000e-02,0.38
1.386000e-02,0.08
1.388000e-02,-0.26
1.390000e-02,-0.34
1.392000e-02,-0.08
1.394000e-02,0.18
1.396000e-02,0.36
1.398000e-02,0.22
1.400000e-02,0
1.402000e-02,-0.22
1.404000e-02,-0.24
1.406000e-02,-0.1
1.408000e-02,0.1
1.410000e-02,0.26
1.412000e-02,0.16
1.414000e-02,-0.2
1.416000e-02,-0.26
1.418000e-02,-0.12
1.420000e-02,0.04
1.422000e-02,0.24
1.424000e-02,0.16
1.426000e-02,-0.04
1.428000e-02,-0.24
1.430000e-02,-0.2
1.432000e-02,0.04
1.434000e-02,0.22
1.436000e-02,0.26
1.438000e-02,0.08
1.440000e-02,-0.16
1.442000e-02,-0.26
1.444000e-02,-0.04
1.446000e-02,0.18
1.448000e-02,0.24
1.450000e-02,0.14
1.452000e-02,-0.06
1.454000e-02,-0.08
1.456000e-02,-0.08
1.458000e-02,-0.06
1.460000e-02,0.02
1.462000e-02,0.08
1.464000e-02,0.14
1.466000e-02,0.12
1.468000e-02,0.04
1.470000e-02,-0.02
1.472000e-02,-0.02
1.474000e-02,0.1
1.476000e-02,0.16
1.478000e-02,0.18
1.480000e-02,-0.02
1.482000e-02,-0.14
1.484000e-02,-0.06
1.486000e-02,0.06
1.488000e-02,0.12
1.490000e-02,0.08
1.492000e-02,0.04
1.494000e-02,-0.04
1.496000e-02,-0.02
1.498000e-02,0.02
1.500000e-02,0.04
1.502000e-02,0.1
1.504000e-02,0.1
1.506000e-02,0.08
1.508000e-02,0.06
1.510000e-02,0.06
1.512000e-02,0.06
1.514000e-02,-0.04
1.516000e-02,-0.04
1.518000e-02,-0.16
1.520000e-02,-0.08
1.522000e-02,0.02
1.524000e-02,0.12
1.526000e-02,0.16
1.528000e-02,0.04
1.530000e-02,-0.04
1.532000e-02,0
1.534000e-02,0.02
1.536000e-02,0.08
1.538000e-02,0.16
1.540000e-02,0.12
1.542000e-02,0.04
1.544000e-02,0
1.546000e-02,-0.06
1.548000e-02,-0.1
1.550000e-02,-0.08
1.552000e-02,0.04
1.554000e-02,0.08
1.556000e-02,0.1
1.558000e-02,0.1
1.560000e-02,0.06
1.562000e-02,-0.04
1.564000e-02,-0.08
1.566000e-02,-0.12
1.568000e-02,0
1.570000e-02,0.18
1.572000e-02,0.2
1.574000e-02,0.12
1.576000e-02,-0.06
1.578000e-02,-0.14
1.580000e-02,-0.02
1.582000e-02,0.1
1.584000e-02,0.2
1.586000e-02,0.14
1.588000e-02,-0.06
1.590000e-02,-0.12
1.592000e-02,-0.12
1.594000e-02,0.06
1.596000e-02,0.16
1.598000e-02,0.1
1.600000e-02,-0.02
1.602000e-02,-0.14
1.604000e-02,-0.04
1.606000e-02,0.04
1.608000e-02,0.16
1.610000e-02,0.14
1.612000e-02,-0.02
1.614000e-02,-0.2
1.616000e-02,-0.24
1.618000e-02,-0.12
1.620000e-02,0.1
1.622000e-02,0.2
1.624000e-02,0.16
1.626000e-02,-0.06
1.628000e-02,-0.18
1.630000e-02,-0.08
1.632000e-02,-0.02
1.634000e-02,0.14
1.636000e-02,0.22
1.638000e-02,0.18
1.640000e-02,0.08
1.642000e-02,0.06
1.644000e-02,-0.04
1.646000e-02,-0.06
1.648000e-02,0.02
1.650000e-02,-0.02
1.652000e-02,0.06
1.654000e-02,0.1
1.656000e-02,0.16
1.658000e-02,0.1
1.660000e-02,-0.04
1.662000e-02,-0.06
1.664000e-02,-0.06
1.666000e-02,0
1.668000e-02,0.12
1.670000e-02,0.14
1.672000e-02,0.1
1.674000e-02,-0.04
1.676000e-02,0
1.678000e-02,-0.04
1.680000e-02,-0.02
1.682000e-02,0
1.684000e-02,0.02
1.686000e-02,0.06
1.688000e-02,0.04
1.690000e-02,0
1.692000e-02,-0.1
1.694000e-02,-0.18
1.696000e-02,-0.08
1.698000e-02,0.04
1.700000e-02,0.1
1.702000e-02,0.08
1.704000e-02,0.06
1.706000e-02,0.02
1.708000e-02,0.06
1.710000e-02,0.16
1.712000e-02,0.2
1.714000e-02,0.08
1.716000e-02,0.06
1.718000e-02,-0.02
1.720000e-02,0.04
1.722000e-02,0.02
1.724000e-02,0
1.726000e-02,0
1.728000e-02,-0.04
1.730000e-02,-0.06
1.732000e-02,-0.06
1.734000e-02,0.02
1.736000e-02,0.06
1.738000e-02,0.12
1.740000e-02,0.04
1.742000e-02,-0.02
1.744000e-02,-0.02
1.746000e-02,0
1.748000e-02,0.14
1.750000e-02,0.14
1.752000e-02,0.1
1.754000e-02,-0.02
1.756000e-02,-0.08
1.758000e-02,-0.16
1.760000e-02,-0.02
1.762000e-02,0.12
1.764000e-02,0.18
1.766000e-02,0.06
1.768000e-02,-0.06
1.770000e-02,-0.14
1.772000e-02,-0.04
1.774000e-02,0.04
1.776000e-02,0.1
1.778000e-02,0
1.780000e-02,-0.06
1.782000e-02,-0.06
1.784000e-02,-0.04
1.786000e-02,0.06
1.788000e-02,0.16
1.790000e-02,0
1.792000e-02,-0.1
1.794000e-02,-0.12
1.796000e-02,-0.08
1.798000e-02,0
1.800000e-02,0.14
1.802000e-02,0.08
1.804000e-02,0
1.806000e-02,-0.16
1.808000e-02,-0.16
1.810000e-02,-0.04
1.812000e-02,0.2
1.814000e-02,0.22
1.816000e-02,0.16
1.818000e-02,0.1
1.820000e-02,-0.14
1.822000e-02,-0.14
1.824000e-02,0.02
1.826000e-02,0.2
1.828000e-02,0.2
1.830000e-02,0.12
1.832000e-02,-0.12
1.834000e-02,-0.22
1.836000e-02,-0.1
1.838000e-02,0.08
1.840000e-02,0.14
1.842000e-02,0.08
1.844000e-02,-0.16
1.846000e-02,-0.22
1.848000e-02,-0.06
1.850000e-02,0.22
1.852000e-02,0.2
1.854000e-02,0.1
1.856000e-02,-0.1
1.858000e-02,-0.12
1.860000e-02,0
1.862000e-02,0.12
1.864000e-02,0.08
1.866000e-02,0.04
1.868000e-02,0.04
1.870000e-02,0
1.872000e-02,0
1.874000e-02,-0.04
1.876000e-02,-0.08
1.878000e-02,0
1.880000e-02,0.18
1.882000e-02,0.14
1.884000e-02,0.06
1.886000e-02,-0.04
1.888000e-02,-0.16
1.890000e-02,-0.1
1.892000e-02,0.04
1.894000e-02,0.2
1.896000e-02,0.16
1.898000e-02,0.06
1.900000e-02,-0.04
1.902000e-02,-0.04
1.904000e-02,-0.02
1.906000e-02,-0.02
1.908000e-02,0
1.910000e-02,0
1.912000e-02,0.08
1.914000e-02,0.06
1.916000e-02,-0.02
1.918000e-02,-0.16
1.920000e-02,-0.22
1.922000e-02,-0.02
1.924000e-02,0.12
1.926000e-02,0.22
1.928000e-02,0.1
1.930000e-02,-0.18
1.932000e-02,-0.24
1.934000e-02,-0.08
1.936000e-02,0.1
1.938000e-02,0.14
1.940000e-02,0.16
1.942000e-02,0.04
1.944000e-02,-0.08
1.946000e-02,-0.08
1.948000e-02,-0.1
1.950000e-02,-0.08
1.952000e-02,-0.06
1.954000e-02,0.02
1.956000e-02,0.02
1.958000e-02,-0.02
1.960000e-02,-0.04
1.962000e-02,-0.16
1.964000e-02,-0.08
1.966000e-02,-0.04
1.968000e-02,0.02
1.970000e-02,-0.02
1.972000e-02,-0.02
1.974000e-02,0.04
1.976000e-02,0.1
1.978000e-02,0.18
1.980000e-02,0.14
1.982000e-02,-0.02
1.984000e-02,-0.18
1.986000e-02,-0.16
1.988000e-02,0.02
1.990000e-02,0.14
1.992000e-02,0.16
1.994000e-02,0.06
1.996000e-02,-0.06
1.998000e-02,-0.06
2.000000e-02,-0.02
2.002000e-02,0.12
2.004000e-02,0.04
2.006000e-02,0
2.008000e-02,-0.08
2.010000e-02,-0.12
2.012000e-02,-0.14
2.014000e-02,-0.12
2.016000e-02,-0.06
2.018000e-02,-0.02
2.020000e-02,0.06
2.022000e-02,-0.02
2.024000e-02,-0.02
2.026000e-02,-0.04
2.028000e-02,0.06
2.030000e-02,0.16
2.032000e-02,0.14
2.034000e-02,-0.04
2.036000e-02,-0.18
2.038000e-02,-0.08
2.040000e-02,0.08
2.042000e-02,0.28
2.044000e-02,0.24
2.046000e-02,-0.08
2.048000e-02,-0.34
2.050000e-02,-0.3
2.052000e-02,-0.08
2.054000e-02,0.2
2.056000e-02,0.34
2.058000e-02,0.16
2.060000e-02,-0.08
2.062000e-02,-0.22
2.064000e-02,-0.14
2.066000e-02,-0.02
2.068000e-02,0.08
2.070000e-02,0.06
2.072000e-02,0.08
2.074000e-02,0
2.076000e-02,-0.06
2.078000e-02,-0.08
2.080000e-02,-0.1
2.082000e-02,0.02
2.084000e-02,0.12
2.086000e-02,0.08
2.088000e-02,0
2.090000e-02,-0.08
2.092000e-02,-0.02
2.094000e-02,0
2.096000e-02,-0.02
2.098000e-02,-0.04
2.100000e-02,-0.06
2.102000e-02,0.02
2.104000e-02,0.12
2.106000e-02,0.08
2.108000e-02,-0.02
2.110000e-02,-0.1
2.112000e-02,-0.08
2.114000e-02,-0.04
2.116000e-02,0.04
2.118000e-02,0.06
2.120000e-02,-0.02
2.122000e-02,-0.08
2.124000e-02,-0.06
2.126000e-02,0
2.128000e-02,0.08
2.130000e-02,0.02
2.132000e-02,-0.06
2.134000e-02,-0.02
2.136000e-02,-0.02
2.138000e-02,0.04
2.140000e-02,0.04
2.142000e-02,-0.04
2.144000e-02,-0.04
2.146000e-02,0.02
2.148000e-02,0.08
2.150000e-02,0.04
2.152000e-02,0
2.154000e-02,-0.08
2.156000e-02,-0.14
2.158000e-02,-0.06
2.160000e-02,-0.02
2.162000e-02,0.02
2.164000e-02,0.02
2.166000e-02,-0.08
2.168000e-02,-0.1
2.170000e-02,0.02
2.172000e-02,0.1
2.174000e-02,0.04
2.176000e-02,-0.02
2.178000e-02,-0.02
2.180000e-02,0.02
2.182000e-02,0.02
2.184000e-02,0.12
2.186000e-02,0.04
2.188000e-02,0
2.190000e-02,-0.1
2.192000e-02,-0.14
2.194000e-02,-0.16
2.196000e-02,-0.1
2.198000e-02,0.08
2.200000e-02,0.1
2.202000e-02,0.12
2.204000e-02,0.02
2.206000e-02,-0.12
2.208000e-02,-0.12
2.210000e-02,-0.08
2.212000e-02,0.04
2.214000e-02,0.2
2.216000e-02,0.18
2.218000e-02,0.06
2.220000e-02,-0.06
2.222000e-02,-0.08
2.224000e-02,-0.02
2.226000e-02,0.04
2.228000e-02,0.02
2.230000e-02,0
2.232000e-02,0.02
2.234000e-02,0
2.236000e-02,0.12
2.238000e-02,0.12
2.240000e-02,0.08
2.242000e-02,-0.02
2.244000e-02,-0.12
2.246000e-02,-0.14
2.248000e-02,-0.02
2.250000e-02,0.02
2.252000e-02,0.04
2.254000e-02,-0.06
2.256000e-02,-0.16
2.258000e-02,-0.18
2.260000e-02,0.02
2.262000e-02,0.1
2.264000e-02,0.08
2.266000e-02,0.04
2.268000e-02,0.04
2.270000e-02,0.06
2.272000e-02,0.02
2.274000e-02,-0.04
2.276000e-02,-0.1
2.278000e-02,-0.04
2.280000e-02,0.02
2.282000e-02,0.1
2.284000e-02,0.06
2.286000e-02,-0.02
2.288000e-02,-0.02
2.290000e-02,-0.08
2.292000e-02,-0.02
2.294000e-02,-0.04
2.296000e-02,-0.02
2.298000e-02,-0.02
2.300000e-02,-0.02
2.302000e-02,0.02
2.304000e-02,0
2.306000e-02,0
2.308000e-02,0
2.310000e-02,0.02
2.312000e-02,0.02
2.314000e-02,-0.02
2.316000e-02,-0.06
2.318000e-02,-0.04
2.320000e-02,-0.08
2.322000e-02,-0.04
2.324000e-02,-0.14
2.326000e-02,-0.08
2.328000e-02,-0.02
2.330000e-02,0.06
2.332000e-02,0.04
2.334000e-02,0
2.336000e-02,0.06
2.338000e-02,0.08
2.340000e-02,0.04
2.342000e-02,0
2.344000e-02,-0.14
2.346000e-02,-0.16
2.348000e-02,-0.08
2.350000e-02,-0.02
2.352000e-02,0
2.354000e-02,-0.04
2.356000e-02,-0.18
2.358000e-02,-0.24
2.360000e-02,-0.18
2.362000e-02,-0.02
2.364000e-02,0.16
2.366000e-02,0.24
2.368000e-02,0.16
2.370000e-02,-0.06
2.372000e-02,-0.24
2.374000e-02,-0.2
2.376000e-02,0.02
2.378000e-02,0.18
2.380000e-02,0.14
2.382000e-02,0
2.384000e-02,-0.14
2.386000e-02,-0.08
2.388000e-02,-0.02
2.390000e-02,0.06
2.392000e-02,-0.02
2.394000e-02,-0.04
2.396000e-02,-0.1
2.398000e-02,-0.1
2.400000e-02,-0.04
2.402000e-02,0.04
2.404000e-02,0.1
2.406000e-02,0.02
2.408000e-02,-0.02
2.410000e-02,-0.02
2.412000e-02,0.04
2.414000e-02,0.12
2.416000e-02,0.16
2.418000e-02,-0.02
2.420000e-02,-0.18
2.422000e-02,-0.2
2.424000e-02,-0.16
2.426000e-02,0.06
2.428000e-02,0.22
2.430000e-02,0.12
2.432000e-02,-0.12
2.434000e-02,-0.28
2.436000e-02,-0.26
2.438000e-02,-0.02
2.440000e-02,0.3
2.442000e-02,0.22
2.444000e-02,0.02
2.446000e-02,-0.22
2.448000e-02,-0.28
2.450000e-02,-0.1
2.452000e-02,0.2
2.454000e-02,0.36
2.456000e-02,0.14
2.458000e-02,-0.2
2.460000e-02,-0.38
2.462000e-02,-0.24
2.464000e-02,0.14
2.466000e-02,0.34
2.468000e-02,0.22
2.470000e-02,-0.14
2.472000e-02,-0.34
2.474000e-02,-0.32
2.476000e-02,-0.02
2.478000e-02,0.26
2.480000e-02,0.22
2.482000e-02,0.1
2.484000e-02,-0.08
2.486000e-02,-0.18
2.488000e-02,-0.12
2.490000e-02,0.06
2.492000e-02,0.14
2.494000e-02,0.08
2.496000e-02,-0.04
2.498000e-02,-0.1
2.500000e-02,-0.08
2.502000e-02,-0.06
2.504000e-02,0.06
2.506000e-02,0.04
2.508000e-02,0.02
2.510000e-02,-0.04
2.512000e-02,-0.04
2.514000e-02,0.02
2.516000e-02,0.06
2.518000e-02,0.1
2.520000e-02,0
2.522000e-02,-0.02
2.524000e-02,-0.02
2.526000e-02,0
2.528000e-02,0
2.530000e-02,-0.02
2.532000e-02,-0.04
2.534000e-02,-0.06
2.536000e-02,-0.02
2.538000e-02,0.02
2.540000e-02,0.02
2.542000e-02,-0.04
2.544000e-02,-0.06
2.546000e-02,-0.1
2.548000e-02,-0.04
2.550000e-02,0.08
2.552000e-02,0.16
2.554000e-02,0.1
2.556000e-02,0.04
2.558000e-02,-0.08
2.560000e-02,-0.08
2.562000e-02,-0.08
2.564000e-02,-0.04
2.566000e-02,0.02
2.568000e-02,0
2.570000e-02,0.02
2.572000e-02,0.02
2.574000e-02,-0.04
2.576000e-02,-0.16
2.578000e-02,-0.12
2.580000e-02,-0.04
2.582000e-02,0.12
2.584000e-02,0.22
2.586000e-02,0.08
2.588000e-02,-0.04
2.590000e-02,-0.14
2.592000e-02,-0.1
2.594000e-02,-0.02
2.596000e-02,0
2.598000e-02,0.06
2.600000e-02,0.1
2.602000e-02,0.12
2.604000e-02,0.06
2.606000e-02,0
2.608000e-02,-0.12
2.610000e-02,-0.14
2.612000e-02,-0.02
2.614000e-02,0.1
2.616000e-02,0.1
2.618000e-02,0.04
2.620000e-02,-0.04
2.622000e-02,-0.18
2.624000e-02,-0.1
2.626000e-02,-0.04
2.628000e-02,0.02
2.630000e-02,0.08
2.632000e-02,0.04
2.634000e-02,-0.02
2.636000e-02,-0.08
2.638000e-02,-0.04
2.640000e-02,-0.02
2.642000e-02,0.08
2.644000e-02,0.08
2.646000e-02,0.08
2.648000e-02,-0.02
2.650000e-02,-0.12
2.652000e-02,-0.1
2.654000e-02,0.04
2.656000e-02,0.1
2.658000e-02,0.04
2.660000e-02,-0.06
2.662000e-02,-0.12
2.664000e-02,-0.02
2.666000e-02,0.12
2.668000e-02,0.24
2.670000e-02,0.14
2.672000e-02,-0.02
2.674000e-02,-0.14
2.676000e-02,-0.22
2.678000e-02,-0.02
2.680000e-02,0.18
2.682000e-02,0.26
2.684000e-02,0.14
2.686000e-02,-0.06
2.688000e-02,-0.2
2.690000e-02,-0.08
2.692000e-02,0.06
2.694000e-02,0.2
2.696000e-02,0.14
2.698000e-02,0.04
2.700000e-02,-0.1
2.702000e-02,-0.1
2.704000e-02,0.02
2.706000e-02,0.18
2.708000e-02,0.2
2.710000e-02,0.1
2.712000e-02,-0.04
2.714000e-02,-0.12
2.716000e-02,-0.06
2.718000e-02,0.04
2.720000e-02,0.04
2.722000e-02,0
2.724000e-02,-0.06
2.726000e-02,-0.1
2.728000e-02,-0.02
2.730000e-02,0.12
2.732000e-02,0.26
2.734000e-02,0.16
2.736000e-02,-0.02
2.738000e-02,-0.22
2.740000e-02,-0.26
2.742000e-02,-0.12
2.744000e-02,0.08
2.746000e-02,0.22
2.748000e-02,0.14
2.750000e-02,-0.02
2.752000e-02,-0.26
2.754000e-02,-0.24
2.756000e-02,-0.02
2.758000e-02,0.28
2.760000e-02,0.4
2.762000e-02,0.24
2.764000e-02,-0.02
2.766000e-02,-0.26
2.768000e-02,-0.2
2.770000e-02,0.02
2.772000e-02,0.1
2.774000e-02,0.1
2.776000e-02,0.02
2.778000e-02,-0.08
2.780000e-02,-0.1
2.782000e-02,0
2.784000e-02,0.06
2.786000e-02,0
2.788000e-02,0
2.790000e-02,-0.1
2.792000e-02,0
2.794000e-02,0.14
2.796000e-02,0.16
2.798000e-02,0.08
2.800000e-02,-0.06
2.802000e-02,-0.16
2.804000e-02,-0.2
2.806000e-02,-0.02
2.808000e-02,0.16
2.810000e-02,0.26
2.812000e-02,0.24
2.814000e-02,0.04
2.816000e-02,-0.22
2.818000e-02,-0.24
2.820000e-02,-0.1
2.822000e-02,0.12
2.824000e-02,0.28
2.826000e-02,0.2
2.828000e-02,-0.02
2.830000e-02,-0.16
2.832000e-02,-0.12
2.834000e-02,0.02
2.836000e-02,0.08
2.838000e-02,0.08
2.840000e-02,0.04
2.842000e-02,0.02
2.844000e-02,0.04
2.846000e-02,0.04
2.848000e-02,-0.08
2.850000e-02,-0.18
2.852000e-02,-0.16
2.854000e-02,0.04
2.856000e-02,0.26
2.858000e-02,0.28
2.860000e-02,0.18
2.862000e-02,0.08
2.864000e-02,0
2.866000e-02,-0.06
2.868000e-02,-0.08
2.870000e-02,0.02
2.872000e-02,0.02
2.874000e-02,0.02
2.876000e-02,0.08
2.878000e-02,0.08
2.880000e-02,0.06
2.882000e-02,0
2.884000e-02,-0.02
2.886000e-02,-0.1
2.888000e-02,-0.08
2.890000e-02,0.06
2.892000e-02,0.18
2.894000e-02,0.18
2.896000e-02,0.12
2.898000e-02,-0.1
2.900000e-02,-0.16
2.902000e-02,-0.12
2.904000e-02,0
2.906000e-02,0.2
2.908000e-02,0.24
2.910000e-02,0.12
2.912000e-02,-0.06
2.914000e-02,-0.12
2.916000e-02,-0.1
2.918000e-02,0
2.920000e-02,0.14
2.922000e-02,0.02
2.924000e-02,-0.02
2.926000e-02,-0.04
2.928000e-02,0.04
2.930000e-02,0.1
2.932000e-02,0
2.934000e-02,-0.16
2.936000e-02,-0.16
2.938000e-02,0.04
2.940000e-02,0.24
2.942000e-02,0.24
2.944000e-02,0.1
2.946000e-02,-0.16
2.948000e-02,-0.28
2.950000e-02,-0.24
2.952000e-02,0
2.954000e-02,0.22
2.956000e-02,0.32
2.958000e-02,0.26
2.960000e-02,0.02
2.962000e-02,-0.22
2.964000e-02,-0.32
2.966000e-02,-0.16
2.968000e-02,0.08
2.970000e-02,0.32
2.972000e-02,0.3
2.974000e-02,0.1
2.976000e-02,-0.24
2.978000e-02,-0.3
2.980000e-02,-0.22
2.982000e-02,0.1
2.984000e-02,0.26
2.986000e-02,0.34
2.988000e-02,0.14
2.990000e-02,-0.06
2.992000e-02,-0.18
2.994000e-02,-0.14
2.996000e-02,0
2.998000e-02,0.06
3.000000e-02,0.08
3.002000e-02,0.04
3.004000e-02,-0.02
3.006000e-02,0
3.008000e-02,0.04
3.010000e-02,0.08
