Model,MDO4014B-3
Firmware Version,3.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.2
Horizontal Delay,0.8
Sample Interval,2e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,0
,
,
,
Label,
TIME,CH1
1.020700e+00,-0.3
1.020720e+00,-0.32
1.020740e+00,-0.32
1.020760e+00,-0.32
1.020780e+00,-0.32
1.020800e+00,-0.34
1.020820e+00,-0.36
1.020840e+00,-0.4
1.020860e+00,-0.4
1.020880e+00,-0.34
1.020900e+00,-0.32
1.020920e+00,-0.28
1.020940e+00,-0.22
1.020960e+00,-0.24
1.020980e+00,-0.22
1.021000e+00,-0.22
1.021020e+00,-0.22
1.021040e+00,-0.22
1.021060e+00,-0.2
1.021080e+00,-0.18
1.021100e+00,-0.18
1.021120e+00,-0.12
1.021140e+00,-0.08
1.021160e+00,-0.02
1.021180e+00,0.02
1.021200e+00,0.1
1.021220e+00,0.14
1.021240e+00,0.2
1.021260e+00,0.22
1.021280e+00,0.22
1.021300e+00,0.22
1.021320e+00,0.16
1.021340e+00,0.12
1.021360e+00,0.08
1.021380e+00,0.02
1.021400e+00,0
1.021420e+00,0.04
1.021440e+00,0.08
1.021460e+00,0.1
1.021480e+00,0.14
1.021500e+00,0.2
1.021520e+00,0.26
1.021540e+00,0.3
1.021560e+00,0.36
1.021580e+00,0.36
1.021600e+00,0.38
1.021620e+00,0.36
1.021640e+00,0.34
1.021660e+00,0.28
1.021680e+00,0.28
1.021700e+00,0.26
1.021720e+00,0.28
1.021740e+00,0.26
1.021760e+00,0.28
1.021780e+00,0.28
1.021800e+00,0.3
1.021820e+00,0.32
1.021840e+00,0.3
1.021860e+00,0.3
1.021880e+00,0.28
1.021900e+00,0.28
1.021920e+00,0.22
1.021940e+00,0.2
1.021960e+00,0.16
1.021980e+00,0.14
1.022000e+00,0.14
1.022020e+00,0.16
1.022040e+00,0.16
1.022060e+00,0.16
1.022080e+00,0.18
1.022100e+00,0.2
1.022120e+00,0.24
1.022140e+00,0.22
1.022160e+00,0.14
1.022180e+00,0.14
1.022200e+00,0.08
1.022220e+00,0.06
1.022240e+00,0.02
1.022260e+00,-0.02
1.022280e+00,-0.06
1.022300e+00,-0.08
1.022320e+00,-0.08
1.022340e+00,-0.06
1.022360e+00,-0.06
1.022380e+00,-0.06
1.022400e+00,-0.04
1.022420e+00,-0.04
1.022440e+00,-0.06
1.022460e+00,-0.06
1.022480e+00,-0.1
1.022500e+00,-0.14
1.022520e+00,-0.2
1.022540e+00,-0.22
1.022560e+00,-0.26
1.022580e+00,-0.26
1.022600e+00,-0.28
1.022620e+00,-0.24
1.022640e+00,-0.26
1.022660e+00,-0.24
1.022680e+00,-0.22
1.022700e+00,-0.2
1.022720e+00,-0.18
1.022740e+00,-0.18
1.022760e+00,-0.2
1.022780e+00,-0.24
1.022800e+00,-0.26
1.022820e+00,-0.3
1.022840e+00,-0.32
1.022860e+00,-0.36
1.022880e+00,-0.38
1.022900e+00,-0.38
1.022920e+00,-0.38
1.022940e+00,-0.38
1.022960e+00,-0.34
1.022980e+00,-0.32
1.023000e+00,-0.26
1.023020e+00,-0.26
1.023040e+00,-0.24
1.023060e+00,-0.22
1.023080e+00,-0.26
1.023100e+00,-0.22
1.023120e+00,-0.22
1.023140e+00,-0.22
1.023160e+00,-0.22
1.023180e+00,-0.2
1.023200e+00,-0.2
1.023220e+00,-0.22
1.023240e+00,-0.2
1.023260e+00,-0.18
1.023280e+00,-0.16
1.023300e+00,-0.18
1.023320e+00,-0.16
1.023340e+00,-0.18
1.023360e+00,-0.18
1.023380e+00,-0.18
1.023400e+00,-0.18
1.023420e+00,-0.18
1.023440e+00,-0.14
1.023460e+00,-0.16
1.023480e+00,-0.14
1.023500e+00,-0.14
1.023520e+00,-0.1
1.023540e+00,-0.12
1.023560e+00,-0.08
1.023580e+00,-0.04
1.023600e+00,-0.06
1.023620e+00,-0.06
1.023640e+00,-0.06
1.023660e+00,-0.02
1.023680e+00,-0.02
1.023700e+00,-0.02
1.023720e+00,-0.04
1.023740e+00,-0.02
1.023760e+00,-0.02
1.023780e+00,-0.02
1.023800e+00,-0.02
1.023820e+00,-0.02
1.023840e+00,-0.04
1.023860e+00,-0.08
1.023880e+00,-0.08
1.023900e+00,-0.08
1.023920e+00,-0.12
1.023940e+00,-0.12
1.023960e+00,-0.14
1.023980e+00,-0.14
1.024000e+00,-0.14
1.024020e+00,-0.12
1.024040e+00,-0.08
1.024060e+00,-0.04
1.024080e+00,-0.02
1.024100e+00,0
1.024120e+00,0
1.024140e+00,0.02
1.024160e+00,0.02
1.024180e+00,0.02
1.024200e+00,0
1.024220e+00,-0.02
1.024240e+00,-0.04
1.024260e+00,-0.1
1.024280e+00,-0.12
1.024300e+00,-0.18
1.024320e+00,-0.22
1.024340e+00,-0.24
1.024360e+00,-0.24
1.024380e+00,-0.24
1.024400e+00,-0.22
1.024420e+00,-0.18
1.024440e+00,-0.16
1.024460e+00,-0.12
1.024480e+00,-0.1
1.024500e+00,-0.08
1.024520e+00,-0.1
1.024540e+00,-0.08
1.024560e+00,-0.08
1.024580e+00,-0.1
1.024600e+00,-0.12
1.024620e+00,-0.14
1.024640e+00,-0.16
1.024660e+00,-0.16
1.024680e+00,-0.18
1.024700e+00,-0.2
1.024720e+00,-0.18
1.024740e+00,-0.2
1.024760e+00,-0.22
1.024780e+00,-0.24
1.024800e+00,-0.26
1.024820e+00,-0.24
1.024840e+00,-0.26
1.024860e+00,-0.26
1.024880e+00,-0.28
1.024900e+00,-0.26
1.024920e+00,-0.28
1.024940e+00,-0.24
1.024960e+00,-0.26
1.024980e+00,-0.18
1.025000e+00,-0.24
1.025020e+00,-0.18
1.025040e+00,-0.16
1.025060e+00,-0.2
1.025080e+00,-0.18
1.025100e+00,-0.18
1.025120e+00,-0.18
1.025140e+00,-0.18
1.025160e+00,-0.22
1.025180e+00,-0.22
1.025200e+00,-0.24
1.025220e+00,-0.26
1.025240e+00,-0.26
1.025260e+00,-0.26
1.025280e+00,-0.26
1.025300e+00,-0.28
1.025320e+00,-0.26
1.025340e+00,-0.26
1.025360e+00,-0.26
1.025380e+00,-0.22
1.025400e+00,-0.26
1.025420e+00,-0.24
1.025440e+00,-0.22
1.025460e+00,-0.22
1.025480e+00,-0.2
1.025500e+00,-0.16
1.025520e+00,-0.16
1.025540e+00,-0.12
1.025560e+00,-0.1
1.025580e+00,-0.1
1.025600e+00,-0.08
1.025620e+00,-0.1
1.025640e+00,-0.1
1.025660e+00,-0.12
1.025680e+00,-0.1
1.025700e+00,-0.14
1.025720e+00,-0.12
1.025740e+00,-0.16
1.025760e+00,-0.16
1.025780e+00,-0.16
1.025800e+00,-0.14
1.025820e+00,-0.16
1.025840e+00,-0.12
1.025860e+00,-0.08
1.025880e+00,-0.08
1.025900e+00,-0.04
1.025920e+00,-0.02
1.025940e+00,-0.02
1.025960e+00,0
1.025980e+00,0
1.026000e+00,0.02
1.026020e+00,0.04
1.026040e+00,0.06
1.026060e+00,0.06
1.026080e+00,0.06
1.026100e+00,0.06
1.026120e+00,0.08
1.026140e+00,0.08
1.026160e+00,0.08
1.026180e+00,0.06
1.026200e+00,0.1
1.026220e+00,0.04
1.026240e+00,0.04
1.026260e+00,0.04
1.026280e+00,0.04
1.026300e+00,0.06
1.026320e+00,0.08
1.026340e+00,0.1
1.026360e+00,0.12
1.026380e+00,0.14
1.026400e+00,0.18
1.026420e+00,0.18
1.026440e+00,0.22
1.026460e+00,0.24
1.026480e+00,0.22
1.026500e+00,0.26
1.026520e+00,0.28
1.026540e+00,0.26
1.026560e+00,0.28
1.026580e+00,0.28
1.026600e+00,0.28
1.026620e+00,0.3
1.026640e+00,0.28
1.026660e+00,0.28
1.026680e+00,0.3
1.026700e+00,0.32
1.026720e+00,0.32
1.026740e+00,0.32
1.026760e+00,0.32
1.026780e+00,0.34
1.026800e+00,0.34
1.026820e+00,0.34
1.026840e+00,0.32
1.026860e+00,0.34
1.026880e+00,0.36
1.026900e+00,0.38
1.026920e+00,0.4
1.026940e+00,0.42
1.026960e+00,0.46
1.026980e+00,0.48
1.027000e+00,0.48
1.027020e+00,0.52
1.027040e+00,0.56
1.027060e+00,0.54
1.027080e+00,0.54
1.027100e+00,0.58
1.027120e+00,0.54
1.027140e+00,0.54
1.027160e+00,0.52
1.027180e+00,0.54
1.027200e+00,0.52
1.027220e+00,0.52
1.027240e+00,0.5
1.027260e+00,0.52
1.027280e+00,0.56
1.027300e+00,0.54
1.027320e+00,0.58
1.027340e+00,0.58
1.027360e+00,0.58
1.027380e+00,0.56
1.027400e+00,0.52
1.027420e+00,0.52
1.027440e+00,0.48
1.027460e+00,0.44
1.027480e+00,0.42
1.027500e+00,0.4
1.027520e+00,0.36
1.027540e+00,0.38
1.027560e+00,0.42
1.027580e+00,0.38
1.027600e+00,0.34
1.027620e+00,0.28
1.027640e+00,0.18
1.027660e+00,0.12
1.027680e+00,0.06
1.027700e+00,0.02
1.027720e+00,0
1.027740e+00,-0.02
1.027760e+00,-0.04
1.027780e+00,-0.04
1.027800e+00,0.06
1.027820e+00,0.18
1.027840e+00,0.3
1.027860e+00,0.38
1.027880e+00,0.38
1.027900e+00,0.34
1.027920e+00,0.26
1.027940e+00,0.12
1.027960e+00,0.02
1.027980e+00,-0.16
1.028000e+00,-0.36
1.028020e+00,-0.5
1.028040e+00,-0.64
1.028060e+00,-0.66
1.028080e+00,-0.64
1.028100e+00,-0.54
1.028120e+00,-0.42
1.028140e+00,-0.3
1.028160e+00,-0.18
1.028180e+00,-0.06
1.028200e+00,0
1.028220e+00,0
1.028240e+00,-0.04
1.028260e+00,-0.16
1.028280e+00,-0.28
1.028300e+00,-0.38
1.028320e+00,-0.5
1.028340e+00,-0.6
1.028360e+00,-0.64
1.028380e+00,-0.64
1.028400e+00,-0.62
1.028420e+00,-0.58
1.028440e+00,-0.52
1.028460e+00,-0.42
1.028480e+00,-0.34
1.028500e+00,-0.3
1.028520e+00,-0.28
1.028540e+00,-0.32
1.028560e+00,-0.36
1.028580e+00,-0.44
1.028600e+00,-0.48
1.028620e+00,-0.56
1.028640e+00,-0.6
1.028660e+00,-0.58
1.028680e+00,-0.58
1.028700e+00,-0.54
1.028720e+00,-0.46
1.028740e+00,-0.38
1.028760e+00,-0.34
1.028780e+00,-0.28
1.028800e+00,-0.26
1.028820e+00,-0.26
1.028840e+00,-0.24
1.028860e+00,-0.26
1.028880e+00,-0.28
1.028900e+00,-0.26
1.028920e+00,-0.32
1.028940e+00,-0.32
1.028960e+00,-0.32
1.028980e+00,-0.26
1.029000e+00,-0.22
1.029020e+00,-0.18
1.029040e+00,-0.16
1.029060e+00,-0.16
1.029080e+00,-0.16
1.029100e+00,-0.16
1.029120e+00,-0.16
1.029140e+00,-0.16
1.029160e+00,-0.14
1.029180e+00,-0.12
1.029200e+00,-0.1
1.029220e+00,-0.1
1.029240e+00,-0.02
1.029260e+00,0.04
1.029280e+00,0.1
1.029300e+00,0.18
1.029320e+00,0.22
1.029340e+00,0.24
1.029360e+00,0.26
1.029380e+00,0.26
1.029400e+00,0.24
1.029420e+00,0.18
1.029440e+00,0.14
1.029460e+00,0.06
1.029480e+00,0.06
1.029500e+00,0.04
1.029520e+00,0.06
1.029540e+00,0.08
1.029560e+00,0.14
1.029580e+00,0.16
1.029600e+00,0.22
1.029620e+00,0.3
1.029640e+00,0.3
1.029660e+00,0.32
1.029680e+00,0.36
1.029700e+00,0.36
1.029720e+00,0.34
1.029740e+00,0.3
1.029760e+00,0.26
1.029780e+00,0.24
1.029800e+00,0.26
1.029820e+00,0.26
1.029840e+00,0.24
1.029860e+00,0.3
1.029880e+00,0.26
1.029900e+00,0.3
1.029920e+00,0.3
1.029940e+00,0.3
1.029960e+00,0.3
1.029980e+00,0.24
1.030000e+00,0.24
1.030020e+00,0.2
1.030040e+00,0.2
1.030060e+00,0.16
1.030080e+00,0.12
1.030100e+00,0.12
1.030120e+00,0.1
1.030140e+00,0.12
1.030160e+00,0.14
1.030180e+00,0.18
1.030200e+00,0.22
1.030220e+00,0.2
1.030240e+00,0.18
1.030260e+00,0.14
1.030280e+00,0.12
1.030300e+00,0.08
1.030320e+00,0.02
1.030340e+00,0
1.030360e+00,-0.02
1.030380e+00,-0.04
1.030400e+00,-0.06
1.030420e+00,-0.06
1.030440e+00,-0.06
1.030460e+00,-0.04
1.030480e+00,-0.02
1.030500e+00,-0.04
1.030520e+00,-0.02
1.030540e+00,-0.04
1.030560e+00,-0.08
1.030580e+00,-0.1
1.030600e+00,-0.18
1.030620e+00,-0.22
1.030640e+00,-0.24
1.030660e+00,-0.26
1.030680e+00,-0.28
1.030700e+00,-0.26
1.030720e+00,-0.26
1.030740e+00,-0.22
1.030760e+00,-0.22
1.030780e+00,-0.18
1.030800e+00,-0.16
1.030820e+00,-0.18
1.030840e+00,-0.16
1.030860e+00,-0.16
1.030880e+00,-0.18
1.030900e+00,-0.22
1.030920e+00,-0.3
1.030940e+00,-0.32
1.030960e+00,-0.36
1.030980e+00,-0.36
1.031000e+00,-0.36
1.031020e+00,-0.36
1.031040e+00,-0.36
1.031060e+00,-0.32
1.031080e+00,-0.3
1.031100e+00,-0.28
1.031120e+00,-0.24
1.031140e+00,-0.22
1.031160e+00,-0.22
1.031180e+00,-0.22
1.031200e+00,-0.22
1.031220e+00,-0.22
1.031240e+00,-0.22
1.031260e+00,-0.2
1.031280e+00,-0.22
1.031300e+00,-0.2
1.031320e+00,-0.2
1.031340e+00,-0.18
1.031360e+00,-0.16
1.031380e+00,-0.14
1.031400e+00,-0.16
1.031420e+00,-0.16
1.031440e+00,-0.16
1.031460e+00,-0.14
1.031480e+00,-0.14
1.031500e+00,-0.16
1.031520e+00,-0.16
1.031540e+00,-0.16
1.031560e+00,-0.12
1.031580e+00,-0.12
1.031600e+00,-0.12
1.031620e+00,-0.1
1.031640e+00,-0.08
1.031660e+00,-0.04
1.031680e+00,-0.04
1.031700e+00,-0.04
1.031720e+00,-0.04
1.031740e+00,-0.02
1.031760e+00,-0.02
1.031780e+00,-0.02
1.031800e+00,-0.04
1.031820e+00,-0.02
1.031840e+00,-0.02
1.031860e+00,-0.02
1.031880e+00,-0.02
1.031900e+00,-0.04
1.031920e+00,-0.02
1.031940e+00,-0.04
1.031960e+00,-0.02
1.031980e+00,-0.04
1.032000e+00,-0.04
1.032020e+00,-0.02
1.032040e+00,-0.04
1.032060e+00,-0.04
1.032080e+00,-0.06
1.032100e+00,-0.04
1.032120e+00,-0.04
1.032140e+00,-0.02
1.032160e+00,-0.02
1.032180e+00,-0.04
1.032200e+00,-0.02
1.032220e+00,-0.02
1.032240e+00,0
1.032260e+00,0
1.032280e+00,-0.02
1.032300e+00,0
1.032320e+00,-0.02
1.032340e+00,-0.04
1.032360e+00,-0.06
1.032380e+00,-0.06
1.032400e+00,-0.08
1.032420e+00,-0.08
1.032440e+00,-0.1
1.032460e+00,-0.12
1.032480e+00,-0.12
1.032500e+00,-0.12
1.032520e+00,-0.1
1.032540e+00,-0.1
1.032560e+00,-0.08
1.032580e+00,-0.08
1.032600e+00,-0.08
1.032620e+00,-0.1
1.032640e+00,-0.08
1.032660e+00,-0.08
1.032680e+00,-0.1
1.032700e+00,-0.08
1.032720e+00,-0.1
1.032740e+00,-0.12
1.032760e+00,-0.1
1.032780e+00,-0.1
1.032800e+00,-0.12
1.032820e+00,-0.1
1.032840e+00,-0.12
1.032860e+00,-0.16
1.032880e+00,-0.14
1.032900e+00,-0.16
1.032920e+00,-0.2
1.032940e+00,-0.2
1.032960e+00,-0.22
1.032980e+00,-0.22
1.033000e+00,-0.2
1.033020e+00,-0.22
1.033040e+00,-0.2
1.033060e+00,-0.18
1.033080e+00,-0.2
1.033100e+00,-0.18
1.033120e+00,-0.16
1.033140e+00,-0.16
1.033160e+00,-0.14
1.033180e+00,-0.14
1.033200e+00,-0.14
1.033220e+00,-0.16
1.033240e+00,-0.16
1.033260e+00,-0.16
1.033280e+00,-0.2
1.033300e+00,-0.2
1.033320e+00,-0.2
1.033340e+00,-0.2
1.033360e+00,-0.2
1.033380e+00,-0.22
1.033400e+00,-0.2
1.033420e+00,-0.2
1.033440e+00,-0.2
1.033460e+00,-0.18
1.033480e+00,-0.16
1.033500e+00,-0.18
1.033520e+00,-0.16
1.033540e+00,-0.14
1.033560e+00,-0.16
1.033580e+00,-0.14
1.033600e+00,-0.14
1.033620e+00,-0.14
1.033640e+00,-0.12
1.033660e+00,-0.12
1.033680e+00,-0.1
1.033700e+00,-0.1
1.033720e+00,-0.08
1.033740e+00,-0.1
1.033760e+00,-0.04
1.033780e+00,-0.08
1.033800e+00,-0.1
1.033820e+00,-0.08
1.033840e+00,-0.08
1.033860e+00,-0.06
1.033880e+00,-0.1
1.033900e+00,-0.08
1.033920e+00,-0.1
1.033940e+00,-0.08
1.033960e+00,-0.08
1.033980e+00,-0.04
1.034000e+00,-0.02
1.034020e+00,-0.02
1.034040e+00,-0.02
1.034060e+00,0
1.034080e+00,0.02
1.034100e+00,0.04
1.034120e+00,0.04
1.034140e+00,0.04
1.034160e+00,0.08
1.034180e+00,0.08
1.034200e+00,0.08
1.034220e+00,0.08
1.034240e+00,0.08
1.034260e+00,0.1
1.034280e+00,0.1
1.034300e+00,0.1
1.034320e+00,0.1
1.034340e+00,0.1
1.034360e+00,0.1
1.034380e+00,0.12
1.034400e+00,0.12
1.034420e+00,0.12
1.034440e+00,0.12
1.034460e+00,0.14
1.034480e+00,0.16
1.034500e+00,0.16
1.034520e+00,0.18
1.034540e+00,0.22
1.034560e+00,0.22
1.034580e+00,0.22
1.034600e+00,0.24
1.034620e+00,0.26
1.034640e+00,0.3
1.034660e+00,0.28
1.034680e+00,0.3
1.034700e+00,0.3
1.034720e+00,0.3
1.034740e+00,0.3
1.034760e+00,0.32
1.034780e+00,0.3
1.034800e+00,0.3
1.034820e+00,0.28
1.034840e+00,0.28
1.034860e+00,0.3
1.034880e+00,0.3
1.034900e+00,0.32
1.034920e+00,0.34
1.034940e+00,0.34
1.034960e+00,0.36
1.034980e+00,0.38
1.035000e+00,0.4
1.035020e+00,0.42
1.035040e+00,0.46
1.035060e+00,0.46
1.035080e+00,0.44
1.035100e+00,0.46
1.035120e+00,0.46
1.035140e+00,0.46
1.035160e+00,0.48
1.035180e+00,0.46
1.035200e+00,0.46
1.035220e+00,0.46
1.035240e+00,0.48
1.035260e+00,0.48
1.035280e+00,0.48
1.035300e+00,0.5
1.035320e+00,0.5
1.035340e+00,0.54
1.035360e+00,0.54
1.035380e+00,0.56
1.035400e+00,0.56
1.035420e+00,0.54
1.035440e+00,0.56
1.035460e+00,0.58
1.035480e+00,0.56
1.035500e+00,0.58
1.035520e+00,0.54
1.035540e+00,0.54
1.035560e+00,0.52
1.035580e+00,0.46
1.035600e+00,0.44
1.035620e+00,0.4
1.035640e+00,0.4
1.035660e+00,0.36
1.035680e+00,0.36
1.035700e+00,0.38
1.035720e+00,0.4
1.035740e+00,0.42
1.035760e+00,0.36
1.035780e+00,0.32
1.035800e+00,0.26
1.035820e+00,0.16
1.035840e+00,0.12
1.035860e+00,0.08
1.035880e+00,0.02
1.035900e+00,-0.02
1.035920e+00,-0.04
1.035940e+00,-0.02
1.035960e+00,0.02
1.035980e+00,0.14
1.036000e+00,0.26
1.036020e+00,0.36
1.036040e+00,0.4
1.036060e+00,0.4
1.036080e+00,0.32
1.036100e+00,0.24
1.036120e+00,0.1
1.036140e+00,-0.04
1.036160e+00,-0.22
1.036180e+00,-0.38
1.036200e+00,-0.5
1.036220e+00,-0.62
1.036240e+00,-0.6
1.036260e+00,-0.54
1.036280e+00,-0.46
1.036300e+00,-0.34
1.036320e+00,-0.18
1.036340e+00,-0.08
1.036360e+00,-0.02
1.036380e+00,0.02
1.036400e+00,0
1.036420e+00,-0.04
1.036440e+00,-0.16
1.036460e+00,-0.26
1.036480e+00,-0.38
1.036500e+00,-0.48
1.036520e+00,-0.52
1.036540e+00,-0.52
1.036560e+00,-0.54
1.036580e+00,-0.5
1.036600e+00,-0.46
1.036620e+00,-0.4
1.036640e+00,-0.32
1.036660e+00,-0.3
1.036680e+00,-0.28
1.036700e+00,-0.3
1.036720e+00,-0.34
1.036740e+00,-0.38
1.036760e+00,-0.44
1.036780e+00,-0.46
1.036800e+00,-0.5
1.036820e+00,-0.48
1.036840e+00,-0.46
1.036860e+00,-0.44
1.036880e+00,-0.36
1.036900e+00,-0.32
1.036920e+00,-0.26
1.036940e+00,-0.24
1.036960e+00,-0.2
1.036980e+00,-0.2
1.037000e+00,-0.18
1.037020e+00,-0.2
1.037040e+00,-0.2
1.037060e+00,-0.24
1.037080e+00,-0.22
1.037100e+00,-0.26
1.037120e+00,-0.24
1.037140e+00,-0.22
1.037160e+00,-0.18
1.037180e+00,-0.12
1.037200e+00,-0.08
1.037220e+00,-0.1
1.037240e+00,-0.14
1.037260e+00,-0.14
1.037280e+00,-0.12
1.037300e+00,-0.12
1.037320e+00,-0.1
1.037340e+00,-0.08
1.037360e+00,-0.08
1.037380e+00,-0.02
1.037400e+00,0.02
1.037420e+00,0.08
1.037440e+00,0.14
1.037460e+00,0.2
1.037480e+00,0.24
1.037500e+00,0.26
1.037520e+00,0.3
1.037540e+00,0.28
1.037560e+00,0.28
1.037580e+00,0.22
1.037600e+00,0.14
1.037620e+00,0.14
1.037640e+00,0.1
1.037660e+00,0.06
1.037680e+00,0.08
1.037700e+00,0.1
1.037720e+00,0.16
1.037740e+00,0.18
1.037760e+00,0.24
1.037780e+00,0.26
1.037800e+00,0.34
1.037820e+00,0.36
1.037840e+00,0.38
1.037860e+00,0.38
1.037880e+00,0.36
1.037900e+00,0.34
1.037920e+00,0.32
1.037940e+00,0.3
1.037960e+00,0.26
1.037980e+00,0.28
1.038000e+00,0.3
1.038020e+00,0.32
1.038040e+00,0.32
1.038060e+00,0.32
1.038080e+00,0.36
1.038100e+00,0.36
1.038120e+00,0.3
1.038140e+00,0.28
1.038160e+00,0.26
1.038180e+00,0.22
1.038200e+00,0.2
1.038220e+00,0.14
1.038240e+00,0.14
1.038260e+00,0.12
1.038280e+00,0.1
1.038300e+00,0.14
1.038320e+00,0.16
1.038340e+00,0.18
1.038360e+00,0.22
1.038380e+00,0.22
1.038400e+00,0.24
1.038420e+00,0.2
1.038440e+00,0.14
1.038460e+00,0.12
1.038480e+00,0.06
1.038500e+00,0.02
1.038520e+00,-0.02
1.038540e+00,-0.04
1.038560e+00,-0.06
1.038580e+00,-0.08
1.038600e+00,-0.06
1.038620e+00,-0.04
1.038640e+00,-0.06
1.038660e+00,-0.04
1.038680e+00,-0.08
1.038700e+00,-0.08
1.038720e+00,-0.08
1.038740e+00,-0.16
1.038760e+00,-0.18
1.038780e+00,-0.22
1.038800e+00,-0.24
1.038820e+00,-0.3
1.038840e+00,-0.28
1.038860e+00,-0.26
1.038880e+00,-0.26
1.038900e+00,-0.22
1.038920e+00,-0.22
1.038940e+00,-0.2
1.038960e+00,-0.2
1.038980e+00,-0.18
1.039000e+00,-0.2
1.039020e+00,-0.22
1.039040e+00,-0.24
1.039060e+00,-0.28
1.039080e+00,-0.3
1.039100e+00,-0.34
1.039120e+00,-0.36
1.039140e+00,-0.38
1.039160e+00,-0.38
1.039180e+00,-0.36
1.039200e+00,-0.36
1.039220e+00,-0.32
1.039240e+00,-0.3
1.039260e+00,-0.3
1.039280e+00,-0.26
1.039300e+00,-0.24
1.039320e+00,-0.24
1.039340e+00,-0.24
1.039360e+00,-0.24
1.039380e+00,-0.22
1.039400e+00,-0.24
1.039420e+00,-0.26
1.039440e+00,-0.22
1.039460e+00,-0.2
1.039480e+00,-0.2
1.039500e+00,-0.18
1.039520e+00,-0.16
1.039540e+00,-0.16
1.039560e+00,-0.16
1.039580e+00,-0.18
1.039600e+00,-0.18
1.039620e+00,-0.16
1.039640e+00,-0.18
1.039660e+00,-0.18
1.039680e+00,-0.16
1.039700e+00,-0.14
1.039720e+00,-0.16
1.039740e+00,-0.12
1.039760e+00,-0.1
1.039780e+00,-0.1
1.039800e+00,-0.04
1.039820e+00,-0.02
1.039840e+00,-0.02
1.039860e+00,-0.02
1.039880e+00,0
1.039900e+00,-0.02
1.039920e+00,-0.02
1.039940e+00,-0.06
1.039960e+00,-0.06
1.039980e+00,-0.06
1.040000e+00,-0.06
1.040020e+00,-0.04
1.040040e+00,-0.04
1.040060e+00,-0.02
1.040080e+00,0
1.040100e+00,0
1.040120e+00,0.06
1.040140e+00,0.06
1.040160e+00,0.06
1.040180e+00,0.04
1.040200e+00,0.02
1.040220e+00,0
1.040240e+00,-0.04
1.040260e+00,-0.02
1.040280e+00,-0.06
1.040300e+00,-0.1
1.040320e+00,-0.08
1.040340e+00,-0.1
1.040360e+00,-0.08
1.040380e+00,-0.04
1.040400e+00,-0.02
1.040420e+00,0
1.040440e+00,0.04
1.040460e+00,0.04
1.040480e+00,0.06
1.040500e+00,0.06
1.040520e+00,0.04
1.040540e+00,0
1.040560e+00,-0.02
1.040580e+00,-0.04
1.040600e+00,-0.1
1.040620e+00,-0.12
1.040640e+00,-0.16
1.040660e+00,-0.14
1.040680e+00,-0.16
1.040700e+00,-0.16
1.040720e+00,-0.16
1.040740e+00,-0.16
1.040760e+00,-0.12
1.040780e+00,-0.1
1.040800e+00,-0.08
1.040820e+00,-0.08
1.040840e+00,-0.08
1.040860e+00,-0.06
1.040880e+00,-0.1
1.040900e+00,-0.1
1.040920e+00,-0.12
1.040940e+00,-0.12
1.040960e+00,-0.12
1.040980e+00,-0.14
1.041000e+00,-0.12
1.041020e+00,-0.16
1.041040e+00,-0.16
1.041060e+00,-0.18
1.041080e+00,-0.22
1.041100e+00,-0.24
1.041120e+00,-0.24
1.041140e+00,-0.26
1.041160e+00,-0.26
1.041180e+00,-0.22
1.041200e+00,-0.22
1.041220e+00,-0.22
1.041240e+00,-0.2
1.041260e+00,-0.2
1.041280e+00,-0.2
1.041300e+00,-0.18
1.041320e+00,-0.16
1.041340e+00,-0.18
1.041360e+00,-0.18
1.041380e+00,-0.22
1.041400e+00,-0.2
1.041420e+00,-0.22
1.041440e+00,-0.2
1.041460e+00,-0.24
1.041480e+00,-0.22
1.041500e+00,-0.2
1.041520e+00,-0.24
1.041540e+00,-0.22
1.041560e+00,-0.2
1.041580e+00,-0.2
1.041600e+00,-0.2
1.041620e+00,-0.22
1.041640e+00,-0.22
1.041660e+00,-0.24
1.041680e+00,-0.22
1.041700e+00,-0.18
1.041720e+00,-0.22
1.041740e+00,-0.22
1.041760e+00,-0.18
1.041780e+00,-0.2
1.041800e+00,-0.16
1.041820e+00,-0.14
1.041840e+00,-0.1
1.041860e+00,-0.08
1.041880e+00,-0.08
1.041900e+00,-0.06
1.041920e+00,-0.06
1.041940e+00,-0.06
1.041960e+00,-0.08
1.041980e+00,-0.08
1.042000e+00,-0.1
1.042020e+00,-0.08
1.042040e+00,-0.1
1.042060e+00,-0.1
1.042080e+00,-0.1
1.042100e+00,-0.08
1.042120e+00,-0.06
1.042140e+00,-0.04
1.042160e+00,-0.04
1.042180e+00,-0.02
1.042200e+00,0
1.042220e+00,0.02
1.042240e+00,0
1.042260e+00,0.02
1.042280e+00,0.02
1.042300e+00,0.04
1.042320e+00,0.06
1.042340e+00,0.1
1.042360e+00,0.1
1.042380e+00,0.1
1.042400e+00,0.1
1.042420e+00,0.1
1.042440e+00,0.12
1.042460e+00,0.14
1.042480e+00,0.14
1.042500e+00,0.12
1.042520e+00,0.1
1.042540e+00,0.1
1.042560e+00,0.1
1.042580e+00,0.1
1.042600e+00,0.1
1.042620e+00,0.1
1.042640e+00,0.12
